,Case ID,Activity,Timestamp
418,1-367921041,Completed-Closed,2012/02/29 17:56:23.000
417,1-367921041,Accepted-Assigned,2011/08/29 04:55:29.000
420,1-367921041,Accepted-In Progress,2011/08/29 14:48:47.000
415,1-367921041,Accepted-Assigned,2011/11/11 15:57:44.000
439,1-368322765,Accepted-In Progress,2011/06/16 12:12:11.000
438,1-368322765,Queued-Awaiting Assignment,2011/06/06 14:20:14.000
437,1-368322765,Accepted-In Progress,2011/03/30 12:08:08.000
436,1-368322765,Accepted-In Progress,2010/04/20 15:25:52.000
434,1-368322765,Queued-Awaiting Assignment,2011/03/30 11:49:05.000
433,1-368322765,Accepted-Assigned,2011/06/16 12:12:21.000
435,1-368322765,Queued-Awaiting Assignment,2010/04/20 15:29:35.000
431,1-368322765,Accepted-Wait,2011/03/30 15:14:36.000
430,1-368322765,Accepted-In Progress,2012/01/31 08:26:37.000
429,1-368322765,Completed-Closed,2012/01/31 08:28:52.000
428,1-368322765,Accepted-Assigned,2011/03/30 12:08:19.000
427,1-368322765,Accepted-Assigned,2010/04/20 17:03:18.000
432,1-368322765,Accepted-In Progress,2010/04/20 17:03:14.000
440,1-368929048,Accepted-In Progress,2010/04/22 15:51:56.000
441,1-368929048,Queued-Awaiting Assignment,2010/04/22 16:08:11.000
442,1-368929048,Accepted-In Progress,2010/04/22 20:19:48.000
443,1-368929048,Accepted-Assigned,2010/04/22 20:23:29.000
444,1-368929048,Accepted-In Progress,2012/01/31 09:06:12.000
445,1-368929048,Completed-Closed,2012/01/31 09:36:08.000
450,1-369693874,Queued-Awaiting Assignment,2010/04/26 16:44:34.000
451,1-369693874,Accepted-In Progress,2010/04/26 16:41:03.000
449,1-369693874,Accepted-In Progress,2010/04/26 20:08:15.000
448,1-369693874,Accepted-Assigned,2010/04/26 20:12:24.000
447,1-369693874,Completed-Closed,2012/01/05 16:11:34.000
446,1-369693874,Accepted-In Progress,2011/12/20 22:24:04.000
452,1-369989135,Accepted-In Progress,2010/04/27 16:40:49.000
453,1-369989135,Accepted-In Progress,2010/04/27 16:43:59.000
454,1-369989135,Accepted-In Progress,2010/04/29 15:15:14.000
455,1-369989135,Accepted-Assigned,2010/04/29 15:18:16.000
456,1-369989135,Accepted-In Progress,2012/02/02 21:53:09.000
457,1-369989135,Completed-Closed,2012/02/02 22:08:20.000
464,1-370436092,Accepted-In Progress,2012/04/25 19:07:12.000
463,1-370436092,Accepted-Assigned,2012/04/24 18:21:03.000
461,1-370436092,Completed-Closed,2012/04/25 19:07:27.000
462,1-370436092,Accepted-In Progress,2010/05/04 14:28:29.000
459,1-370436092,Accepted-In Progress,2010/11/09 18:47:12.000
458,1-370436092,Queued-Awaiting Assignment,2010/04/29 09:23:56.000
460,1-370436092,Accepted-In Progress,2010/04/29 09:23:20.000
465,1-370452680,Accepted-In Progress,2010/04/29 14:58:57.000
466,1-370452680,Queued-Awaiting Assignment,2010/04/29 15:01:26.000
467,1-370452680,Accepted-In Progress,2010/04/29 15:20:48.000
468,1-370452680,Accepted-Assigned,2010/04/29 15:22:02.000
469,1-370452680,Queued-Awaiting Assignment,2011/04/07 14:10:31.000
470,1-370452680,Accepted-In Progress,2011/08/12 10:58:32.000
471,1-370452680,Accepted-Wait,2011/08/12 10:59:24.000
472,1-370452680,Completed-Closed,2012/01/04 12:44:59.000
477,1-371498622,Queued-Awaiting Assignment,2010/05/04 18:23:17.000
478,1-371498622,Accepted-In Progress,2010/05/04 18:15:44.000
476,1-371498622,Accepted-In Progress,2010/05/04 18:24:58.000
475,1-371498622,Accepted-Assigned,2010/05/04 18:27:46.000
474,1-371498622,Completed-Closed,2012/01/18 10:31:12.000
473,1-371498622,Accepted-In Progress,2012/01/18 10:30:42.000
479,1-371631962,Accepted-In Progress,2010/05/05 10:21:02.000
480,1-371631962,Completed-Closed,2012/03/20 16:17:35.000
481,1-371672096,Accepted-In Progress,2010/05/05 13:44:03.000
482,1-371672096,Queued-Awaiting Assignment,2010/05/05 14:24:34.000
483,1-371672096,Accepted-In Progress,2010/05/05 16:09:25.000
484,1-371672096,Accepted-Assigned,2010/05/05 16:09:30.000
485,1-371672096,Accepted-In Progress,2012/02/04 08:57:22.000
486,1-371672096,Completed-Closed,2012/02/04 09:10:51.000
494,1-372029512,Accepted-In Progress,2010/05/06 17:36:41.000
493,1-372029512,Unmatched-Unmatched,2010/05/06 18:05:00.000
492,1-372029512,Queued-Awaiting Assignment,2010/10/01 16:43:52.000
491,1-372029512,Accepted-In Progress,2010/10/04 10:59:18.000
488,1-372029512,Accepted-Wait,2010/10/04 11:00:12.000
489,1-372029512,Accepted-Assigned,2010/10/19 14:43:59.000
487,1-372029512,Accepted-Wait,2011/10/20 14:21:34.000
490,1-372029512,Completed-Closed,2012/01/30 13:18:55.000
501,1-372555278,Accepted-In Progress,2012/01/13 11:25:46.000
505,1-372555278,Accepted-Wait,2012/01/19 10:02:17.000
504,1-372555278,Queued-Awaiting Assignment,2010/05/10 13:41:26.000
503,1-372555278,Accepted-In Progress,2012/01/13 13:47:32.000
500,1-372555278,Queued-Awaiting Assignment,2012/01/13 13:47:19.000
502,1-372555278,Accepted-Assigned,2010/05/10 20:36:20.000
498,1-372555278,Accepted-In Progress,2012/01/13 13:47:12.000
497,1-372555278,Accepted-Assigned,2012/01/13 13:48:09.000
496,1-372555278,Accepted-In Progress,2010/05/10 20:31:40.000
495,1-372555278,Completed-Closed,2012/02/13 10:11:49.000
499,1-372555278,Accepted-In Progress,2010/05/10 13:38:28.000
506,1-372579132,Accepted-In Progress,2010/05/10 14:01:38.000
507,1-372579132,Queued-Awaiting Assignment,2010/05/10 14:07:54.000
508,1-372579132,Accepted-In Progress,2010/05/10 20:36:38.000
509,1-372579132,Accepted-Assigned,2010/05/10 20:41:50.000
510,1-372579132,Accepted-In Progress,2012/02/02 22:52:05.000
511,1-372579132,Completed-Closed,2012/02/04 08:56:49.000
517,1-372858362,Queued-Awaiting Assignment,2010/05/11 15:13:34.000
516,1-372858362,Accepted-In Progress,2010/05/11 15:11:58.000
515,1-372858362,Accepted-In Progress,2010/05/11 21:18:30.000
514,1-372858362,Accepted-Assigned,2010/05/11 21:25:17.000
512,1-372858362,Completed-Closed,2012/01/31 10:06:41.000
513,1-372858362,Accepted-In Progress,2012/01/31 10:01:59.000
518,1-372978779,Accepted-In Progress,2010/05/12 09:01:33.000
519,1-372978779,Accepted-In Progress,2010/05/12 09:03:39.000
520,1-372978779,Accepted-In Progress,2010/05/12 09:03:44.000
521,1-372978779,Queued-Awaiting Assignment,2010/05/12 09:05:09.000
522,1-372978779,Accepted-In Progress,2010/05/12 21:04:00.000
523,1-372978779,Accepted-Assigned,2010/05/12 21:04:07.000
524,1-372978779,Accepted-In Progress,2012/01/30 13:58:10.000
525,1-372978779,Completed-Closed,2012/01/30 14:38:43.000
530,1-373110819,Accepted-In Progress,2010/05/12 12:59:40.000
531,1-373110819,Queued-Awaiting Assignment,2010/05/12 13:02:27.000
529,1-373110819,Accepted-In Progress,2010/05/12 21:04:54.000
527,1-373110819,Accepted-Assigned,2010/05/12 21:06:49.000
528,1-373110819,Accepted-In Progress,2012/02/03 07:48:56.000
526,1-373110819,Completed-Closed,2012/02/03 07:50:31.000
532,1-373268674,Accepted-In Progress,2010/05/13 12:56:33.000
533,1-373268674,Queued-Awaiting Assignment,2010/05/13 13:05:42.000
534,1-373268674,Accepted-In Progress,2010/05/14 01:43:08.000
535,1-373268674,Accepted-Assigned,2010/05/14 01:50:11.000
536,1-373268674,Accepted-In Progress,2012/02/03 07:51:00.000
537,1-373268674,Completed-Closed,2012/02/03 07:52:14.000
543,1-373413519,Accepted-In Progress,2010/05/14 08:03:29.000
542,1-373413519,Queued-Awaiting Assignment,2010/05/14 08:05:48.000
541,1-373413519,Accepted-In Progress,2010/05/14 13:18:59.000
539,1-373413519,Accepted-Assigned,2010/05/14 13:19:05.000
538,1-373413519,Accepted-In Progress,2012/01/30 12:59:22.000
540,1-373413519,Completed-Closed,2012/01/30 13:00:09.000
544,1-373413971,Accepted-In Progress,2010/05/14 10:04:31.000
545,1-373413971,Queued-Awaiting Assignment,2010/05/14 10:11:11.000
546,1-373413971,Accepted-In Progress,2010/05/14 13:23:06.000
547,1-373413971,Accepted-Assigned,2010/05/14 13:23:10.000
548,1-373413971,Accepted-In Progress,2012/02/03 07:54:21.000
549,1-373413971,Completed-Closed,2012/02/04 08:48:35.000
554,1-374379174,Queued-Awaiting Assignment,2010/06/15 08:18:34.000
555,1-374379174,Accepted-In Progress,2010/05/19 11:58:36.000
553,1-374379174,Accepted-In Progress,2010/06/15 12:50:39.000
552,1-374379174,Accepted-Wait,2010/06/15 12:50:54.000
551,1-374379174,Completed-Closed,2012/04/25 13:32:25.000
550,1-374379174,Accepted-In Progress,2012/04/25 13:32:00.000
556,1-374630866,Accepted-In Progress,2010/05/20 12:55:23.000
557,1-374630866,Queued-Awaiting Assignment,2010/05/20 13:43:22.000
558,1-374630866,Accepted-In Progress,2010/05/21 00:57:03.000
559,1-374630866,Accepted-Assigned,2010/05/21 00:58:48.000
560,1-374630866,Accepted-In Progress,2012/02/03 07:52:26.000
561,1-374630866,Completed-Closed,2012/02/03 07:54:03.000
569,1-374832944,Accepted-In Progress,2010/05/21 11:30:53.000
568,1-374832944,Queued-Awaiting Assignment,2010/05/21 12:07:49.000
567,1-374832944,Queued-Awaiting Assignment,2010/05/24 15:45:23.000
566,1-374832944,Queued-Awaiting Assignment,2010/05/21 11:28:29.000
564,1-374832944,Completed-Closed,2012/02/01 13:58:08.000
563,1-374832944,Accepted-In Progress,2011/11/01 17:11:00.000
562,1-374832944,Accepted-Assigned,2011/11/01 17:30:00.000
565,1-374832944,Accepted-In Progress,2012/02/01 13:57:19.000
574,1-375337251,Accepted-In Progress,2012/02/03 08:42:20.000
570,1-375337251,Accepted-In Progress,2010/05/24 14:32:13.000
571,1-375337251,Queued-Awaiting Assignment,2010/05/24 14:44:34.000
572,1-375337251,Accepted-In Progress,2010/05/25 03:30:49.000
573,1-375337251,Accepted-Assigned,2010/05/25 03:33:22.000
575,1-375337251,Completed-Closed,2012/02/03 09:13:07.000
581,1-375430388,Accepted-In Progress,2010/05/24 17:28:06.000
580,1-375430388,Queued-Awaiting Assignment,2010/05/24 17:30:59.000
579,1-375430388,Accepted-In Progress,2010/05/25 03:27:35.000
578,1-375430388,Accepted-Assigned,2010/05/25 03:30:17.000
577,1-375430388,Accepted-In Progress,2012/02/03 18:54:32.000
576,1-375430388,Completed-Closed,2012/02/03 18:55:46.000
582,1-375644051,Accepted-In Progress,2010/05/25 12:42:48.000
583,1-375644051,Accepted-Wait,2010/05/25 12:49:29.000
584,1-375644051,Accepted-In Progress,2011/06/29 16:13:19.000
585,1-375644051,Queued-Awaiting Assignment,2011/11/23 12:47:29.000
586,1-375644051,Accepted-In Progress,2011/11/23 12:49:06.000
587,1-375644051,Queued-Awaiting Assignment,2011/11/23 12:55:00.000
588,1-375644051,Accepted-In Progress,2011/11/29 14:18:56.000
589,1-375644051,Completed-Closed,2012/03/23 13:57:17.000
595,1-375646314,Accepted-In Progress,2010/05/25 13:27:54.000
594,1-375646314,Accepted-In Progress,2010/05/25 13:55:40.000
593,1-375646314,Queued-Awaiting Assignment,2010/05/25 13:32:07.000
591,1-375646314,Accepted-In Progress,2012/02/04 08:44:05.000
592,1-375646314,Accepted-Assigned,2010/05/25 13:55:45.000
590,1-375646314,Completed-Closed,2012/02/04 08:46:33.000
596,1-375670011,Accepted-In Progress,2010/05/25 14:17:44.000
597,1-375670011,Completed-Closed,2012/01/16 14:31:56.000
598,1-376424233,Accepted-Assigned,2010/05/28 10:41:08.000
599,1-376424233,Accepted-In Progress,2011/08/26 14:14:03.000
600,1-376424233,Completed-Closed,2012/01/16 13:42:34.000
610,1-377083756,Accepted-In Progress,2010/06/01 12:19:11.000
611,1-377083756,Queued-Awaiting Assignment,2010/06/01 12:34:03.000
603,1-377083756,Accepted-In Progress,2010/06/01 17:19:00.000
613,1-377083756,Accepted-Assigned,2010/06/01 17:19:04.000
609,1-377083756,Accepted-In Progress,2010/06/11 19:35:32.000
612,1-377083756,Accepted-Wait,2010/06/11 19:38:36.000
608,1-377083756,Accepted-In Progress,2010/06/14 17:29:35.000
602,1-377083756,Queued-Awaiting Assignment,2010/06/15 17:40:03.000
606,1-377083756,Accepted-In Progress,2010/06/15 20:06:31.000
605,1-377083756,Accepted-In Progress,2010/06/15 20:08:29.000
604,1-377083756,Accepted-Assigned,2010/06/15 20:08:34.000
601,1-377083756,Accepted-In Progress,2012/02/02 22:50:43.000
607,1-377083756,Completed-Closed,2012/02/02 22:51:53.000
619,1-377276064,Accepted-In Progress,2010/06/02 09:21:51.000
618,1-377276064,Queued-Awaiting Assignment,2010/06/02 09:29:29.000
617,1-377276064,Accepted-In Progress,2010/06/02 12:37:06.000
615,1-377276064,Accepted-Assigned,2010/06/02 12:37:11.000
614,1-377276064,Accepted-In Progress,2012/01/31 09:59:47.000
616,1-377276064,Completed-Closed,2012/01/31 10:01:20.000
624,1-377458451,Accepted-In Progress,2012/02/04 09:18:21.000
620,1-377458451,Accepted-In Progress,2010/06/02 15:14:09.000
621,1-377458451,Queued-Awaiting Assignment,2010/06/02 15:16:27.000
622,1-377458451,Accepted-In Progress,2010/06/02 15:35:15.000
623,1-377458451,Accepted-Assigned,2010/06/02 15:35:21.000
625,1-377458451,Completed-Closed,2012/02/04 09:20:11.000
638,1-378050311,Accepted-Assigned,2010/06/24 12:17:47.000
637,1-378050311,Accepted-In Progress,2010/11/24 16:23:23.000
639,1-378050311,Accepted-In Progress,2010/11/24 16:36:35.000
636,1-378050311,Queued-Awaiting Assignment,2010/06/04 17:58:40.000
642,1-378050311,Accepted-In Progress,2010/07/09 11:03:29.000
641,1-378050311,Queued-Awaiting Assignment,2010/11/07 14:44:39.000
640,1-378050311,Accepted-In Progress,2010/07/09 11:05:10.000
635,1-378050311,Accepted-In Progress,2010/11/08 13:35:26.000
627,1-378050311,Accepted-In Progress,2010/06/22 11:37:32.000
633,1-378050311,Accepted-In Progress,2010/11/24 11:06:02.000
626,1-378050311,Completed-Closed,2010/11/24 16:34:47.000
628,1-378050311,Accepted-Assigned,2010/06/22 13:51:32.000
629,1-378050311,Completed-Closed,2010/11/24 13:46:08.000
634,1-378050311,Queued-Awaiting Assignment,2010/11/08 13:36:40.000
631,1-378050311,Accepted-In Progress,2012/02/27 08:12:23.000
632,1-378050311,Queued-Awaiting Assignment,2011/11/30 13:59:57.000
630,1-378050311,Completed-Closed,2012/02/27 08:13:44.000
643,1-378054711,Accepted-In Progress,2010/06/04 17:57:53.000
644,1-378054711,Queued-Awaiting Assignment,2010/06/04 17:59:45.000
645,1-378054711,Accepted-In Progress,2010/06/04 18:08:12.000
646,1-378054711,Accepted-Assigned,2010/06/04 18:08:18.000
647,1-378054711,Accepted-In Progress,2012/01/30 12:50:40.000
648,1-378054711,Completed-Closed,2012/01/30 12:51:51.000
656,1-378744625,Accepted-In Progress,2010/06/08 15:20:08.000
655,1-378744625,Queued-Awaiting Assignment,2010/06/08 15:24:21.000
654,1-378744625,Accepted-Assigned,2010/06/09 15:43:31.000
653,1-378744625,Queued-Awaiting Assignment,2010/06/15 12:40:07.000
650,1-378744625,Accepted-In Progress,2011/11/01 17:27:08.000
651,1-378744625,Accepted-Assigned,2011/11/01 17:29:39.000
649,1-378744625,Accepted-In Progress,2012/02/01 13:59:45.000
652,1-378744625,Completed-Closed,2012/02/01 13:59:47.000
664,1-378976624,Accepted-Assigned,2010/06/09 20:01:38.000
666,1-378976624,Accepted-In Progress,2010/06/09 20:01:33.000
665,1-378976624,Queued-Awaiting Assignment,2011/04/08 13:57:15.000
663,1-378976624,Queued-Awaiting Assignment,2010/06/09 11:58:40.000
662,1-378976624,Accepted-In Progress,2010/06/09 11:45:16.000
660,1-378976624,Queued-Awaiting Assignment,2011/11/15 09:38:00.000
659,1-378976624,Completed-Closed,2012/02/04 09:18:05.000
658,1-378976624,Accepted-Assigned,2011/04/08 15:30:45.000
657,1-378976624,Accepted-Assigned,2011/04/08 13:57:49.000
661,1-378976624,Accepted-In Progress,2012/02/04 09:13:38.000
667,1-379209685,Accepted-In Progress,2010/06/10 10:51:43.000
668,1-379209685,Accepted-In Progress,2012/03/13 08:30:17.000
669,1-379209685,Completed-Closed,2012/03/13 08:33:30.000
673,1-379702919,Queued-Awaiting Assignment,2010/06/13 16:34:31.000
674,1-379702919,Accepted-In Progress,2010/06/13 16:31:25.000
672,1-379702919,Accepted-In Progress,2010/10/25 11:08:52.000
671,1-379702919,Completed-Closed,2012/04/04 09:33:43.000
670,1-379702919,Accepted-Assigned,2012/03/28 13:13:42.000
675,1-379789104,Accepted-In Progress,2010/06/14 08:38:32.000
676,1-379789104,Accepted-Wait,2010/06/14 08:38:53.000
677,1-379789104,Accepted-In Progress,2010/06/14 15:34:32.000
678,1-379789104,Accepted-Wait,2010/06/14 15:57:51.000
679,1-379789104,Accepted-In Progress,2010/06/15 08:41:34.000
680,1-379789104,Accepted-Wait,2010/06/15 09:43:03.000
681,1-379789104,Accepted-In Progress,2012/03/28 14:42:34.000
682,1-379789104,Completed-Closed,2012/03/28 14:45:28.000
686,1-380297615,Accepted-In Progress,2010/06/15 12:58:18.000
685,1-380297615,Accepted-Assigned,2010/07/20 09:31:54.000
687,1-380297615,Accepted-In Progress,2011/09/03 07:38:14.000
683,1-380297615,Accepted-Wait,2012/05/04 16:43:47.000
684,1-380297615,Completed-Closed,2012/05/04 16:49:36.000
688,1-380392616,Accepted-In Progress,2010/06/15 16:37:49.000
699,1-380392616,Accepted-Assigned,2011/02/16 11:53:25.000
698,1-380392616,Accepted-In Progress,2011/02/16 11:53:01.000
697,1-380392616,Accepted-Assigned,2010/08/27 19:14:57.000
695,1-380392616,Accepted-In Progress,2010/08/27 19:14:48.000
694,1-380392616,Accepted-In Progress,2012/02/04 09:20:39.000
696,1-380392616,Queued-Awaiting Assignment,2010/06/15 16:46:08.000
692,1-380392616,Queued-Awaiting Assignment,2011/02/09 12:05:52.000
691,1-380392616,Completed-Closed,2012/02/04 10:19:57.000
690,1-380392616,Accepted-Wait,2010/09/02 10:36:22.000
689,1-380392616,Accepted-Assigned,2010/06/15 16:50:22.000
693,1-380392616,Accepted-In Progress,2010/06/15 16:50:16.000
706,1-380527184,Completed-Closed,2012/02/04 10:31:43.000
709,1-380527184,Accepted-In Progress,2010/06/18 14:01:56.000
708,1-380527184,Accepted-In Progress,2010/06/17 20:19:15.000
707,1-380527184,Accepted-Assigned,2010/06/21 18:00:14.000
705,1-380527184,Accepted-In Progress,2010/06/16 15:23:30.000
711,1-380527184,Accepted-In Progress,2010/06/21 17:55:02.000
703,1-380527184,Queued-Awaiting Assignment,2010/06/16 09:49:44.000
704,1-380527184,Accepted-In Progress,2012/02/04 10:20:08.000
700,1-380527184,Accepted-Assigned,2010/06/17 20:19:20.000
710,1-380527184,Accepted-Assigned,2010/06/16 15:23:35.000
702,1-380527184,Queued-Awaiting Assignment,2010/06/21 11:35:08.000
701,1-380527184,Accepted-In Progress,2010/06/16 09:45:30.000
712,1-380632889,Accepted-In Progress,2010/06/16 16:09:45.000
713,1-380632889,Queued-Awaiting Assignment,2010/08/16 12:24:39.000
714,1-380632889,Accepted-In Progress,2010/08/17 17:19:11.000
715,1-380632889,Accepted-Wait,2010/12/13 10:31:55.000
716,1-380632889,Accepted-Assigned,2011/06/27 12:22:34.000
717,1-380632889,Accepted-Wait,2011/06/27 12:31:34.000
718,1-380632889,Accepted-In Progress,2012/01/12 13:16:07.000
719,1-380632889,Completed-Closed,2012/01/12 13:17:41.000
722,1-380654568,Accepted-In Progress,2010/06/16 15:15:09.000
725,1-380654568,Queued-Awaiting Assignment,2010/06/16 15:18:36.000
724,1-380654568,Accepted-In Progress,2010/06/16 15:29:26.000
720,1-380654568,Accepted-Assigned,2010/06/16 15:29:31.000
721,1-380654568,Accepted-In Progress,2011/12/30 11:09:26.000
723,1-380654568,Completed-Closed,2012/01/30 12:31:24.000
726,1-380885044,Accepted-In Progress,2010/06/17 13:47:35.000
727,1-380885044,Accepted-Wait,2010/11/19 07:46:00.000
728,1-380885044,Accepted-In Progress,2010/11/26 08:09:31.000
729,1-380885044,Completed-Closed,2010/11/26 08:09:39.000
730,1-380885044,Accepted-In Progress,2010/12/16 16:27:03.000
731,1-380885044,Accepted-In Progress,2011/05/16 15:34:01.000
732,1-380885044,Completed-Closed,2012/03/30 17:11:00.000
737,1-381124870,Completed-Closed,2012/01/24 19:02:38.000
736,1-381124870,Accepted-Wait,2010/09/01 12:09:24.000
734,1-381124870,Accepted-Assigned,2010/06/18 08:45:02.000
733,1-381124870,Accepted-In Progress,2010/06/18 08:42:27.000
735,1-381124870,Accepted-In Progress,2010/06/28 11:02:56.000
